Time,Open,High,Low,Close,Volume
,QCOM,QCOM,QCOM,QCOM,QCOM
2005-01-03,27.234418034072498,27.59796861231066,26.6029866737902,26.992050170898438,13651100
2005-01-04,27.40661422072326,27.55330978846685,26.838965413745292,26.8708553314209,18800300
2005-01-05,26.87724331305883,27.317332628979322,26.80070699278621,26.985671997070312,13725000
2005-01-06,27.106863620669344,27.706402787206212,27.07497367948963,27.42576789855957,14199100
2005-01-07,27.68725515172619,27.878597134011724,27.253545360921482,27.566072463989258,12014000
2005-01-10,27.4895347953801,27.840331281786934,27.291815793636687,27.521427154541016,10470700
2005-01-11,27.349215569122688,27.74465596134205,27.28543329099367,27.578826904296875,10721700
2005-01-12,27.642611234663402,27.655367692359064,26.998425935828376,27.50229263305664,10684800
2005-01-13,27.342843064211007,27.368355981937615,26.8198404160443,26.851730346679688,12812000
2005-01-14,26.985662995201405,27.23440777789552,26.851721438097314,26.9218807220459,9216600
2005-01-18,26.71142037073016,27.406631725490648,26.48180892394008,27.18339729309082,16339800
2005-01-19,27.10047312841635,27.15787596721166,26.16927125095405,26.19478416442871,23923600
2005-01-20,24.472704403664125,24.644912940949578,23.943324766567923,24.096397399902344,51373600
2005-01-21,24.11553891675487,24.40255077932045,22.820786079449746,24.109159469604492,33592900
2005-01-24,24.10915265688302,24.1856889697366,23.18433015815583,23.30551528930664,23281400
2005-01-25,23.496860986466796,23.758362326836313,23.33740889031353,23.382055282592773,16445600
2005-01-26,23.382044994879127,23.707326057373294,23.369288540833985,23.535120010375977,13524000
2005-01-27,23.5351258860839,23.63717511087749,22.814401867391116,23.050390243530273,16776200
2005-01-28,23.063149186742894,23.2863811297144,22.731488562152585,23.1843318939209,15142000
2005-01-31,23.56062405835333,23.86039456402809,23.541490599027423,23.751968383789062,15400900
2005-02-01,23.68819558836692,23.803001256246336,23.36291448473867,23.490476608276367,12610000
2005-02-02,23.445829135070063,23.52236787338805,22.967472969286398,23.209840774536133,10757200
2005-02-03,23.10141884340019,23.34378426070262,22.839917521434927,23.031259536743164,9473100
