Time,Open,High,Low,Close,Volume
,CSCO,CSCO,CSCO,CSCO,CSCO
2005-01-03,12.78568756945671,12.910779611524005,12.686931222879407,12.719849586486816,56725600
2005-01-04,12.75935260653969,12.7659365307902,12.206316782803444,12.219483375549316,106241900
2005-01-05,12.160221966660165,12.43015641907908,12.147055381868661,12.226059913635254,66100500
2005-01-06,12.29190372477521,12.416995758130772,12.219481822976466,12.410411834716797,63790900
2005-01-07,12.456498386241668,12.496000672059473,12.258985701397618,12.324822425842285,54415000
2005-01-10,12.28532014002448,12.40382825323292,12.245817854206676,12.324822425842285,47183300
2005-01-11,12.219481815496906,12.324822078546061,12.153643837152437,12.272151947021484,53236100
2005-01-12,12.35115623367163,12.489414840793426,12.318236620722512,12.463080406188965,65081900
2005-01-13,12.456498899676518,12.502585110989386,12.265568874803117,12.364326477050781,56893000
2005-01-14,12.423581668446452,12.48941840160549,12.364327603999165,12.430164337158203,51197100
2005-01-18,12.344572776292532,12.37749113472736,12.265566957992112,12.33798885345459,51416900
2005-01-19,12.285320341998249,12.298488189405676,11.923213328579353,11.94954776763916,72873000
2005-01-20,11.90345965536346,12.133891925151474,11.791535481795272,12.061470031738281,83539400
2005-01-21,12.054887829679274,12.173395942813748,11.850791221367135,11.857375144958496,56209900
2005-01-24,11.94954405371022,11.98246366199734,11.653275113654058,11.686193466186523,80477000
2005-01-25,11.784949646363124,11.837619763272667,11.46234502332285,11.528182983398438,76495900
2005-01-26,11.719113869068199,11.758617405924191,11.554519566099517,11.646693229675293,73530300
2005-01-27,11.699365660510422,11.995634710749421,11.673029964086446,11.969300270080566,76947600
2005-01-28,12.028553264671134,12.107557835427242,11.752034755514728,11.784953117370605,77990000
2005-01-31,11.94954542138817,12.048301746043316,11.837621251911054,11.877124786376953,51573700
2005-02-01,11.910044994694074,12.015385258140661,11.850790939535994,11.936379432678223,55135300
2005-02-02,11.995633977810105,12.048304111684764,11.883709786357075,11.94954776763916,57884400
2005-02-03,11.877128455865295,11.910046822335678,11.521604070360262,11.534771919250488,86470500
2005-02-04,11.574272587680964,11.79812096441496,11.574272587680964,11.784953117370605,75320600
2005-02-07,11.850789774678685,11.982465718921508,11.784951802557273,11.956130027770996,62682700
2005-02-08,12.002219443065401,12.133895422541885,11.956133226975194,12.008803367614746,112368000
2005-02-09,12.054885863623488,12.061469786141066,11.521600697247933,11.607189178466797,116920500
2005-02-10,11.673027531587604,11.692779299789589,11.5281849987043,11.574271202087402,81179800
2005-02-11,11.567690494601898,11.765204464256323,11.436015770587492,11.653280258178711,99165600
2005-02-14,11.659863062669212,11.883711477429278,11.61377684594012,11.83104133605957,59189600
2005-02-15,11.890290029444383,11.969295833677798,11.725695755066535,11.798117637634277,65160200
2005-02-16,11.758617242298456,11.817871291003028,11.64010914488931,11.659859657287598,56805900
2005-02-17,11.673029498835772,11.679613422679353,11.449181111174365,11.48868465423584,46135700
2005-02-18,11.547938569167071,11.574273008458148,11.376760318632382,11.38992691040039,60417100
2005-02-22,11.297751894625248,11.554518583581123,11.291167972375769,11.39650821685791,65804900
2005-02-23,11.442595291456902,11.462347059715055,11.27800098990355,11.376758575439453,58968400
2005-02-24,11.33725515084802,11.383342610572035,11.278001101243449,11.310920715332031,53681900
2005-02-25,11.324091911315918,11.409680421758713,11.284588362722092,11.324091911315918,38126100
2005-02-28,11.324089603731666,11.561104568220287,11.304337833459702,11.468932151794434,62138100
2005-03-01,11.482101295040566,11.640111707791636,11.462349522538508,11.52160358428955,50503000
2005-03-02,11.515015968233374,11.745448217190116,11.49526420206403,11.679610252380371,57781500
2005-03-03,11.666443225528042,11.784951319336395,11.659859303010375,11.71911334991455,48778400
2005-03-04,11.784951128377987,11.903459220266086,11.692778726133822,11.877124786376953,55641700
2005-03-07,12.035139065812126,12.193149487730782,11.949549302425849,12.008803367614746,97495200
2005-03-08,12.008798864982847,12.173393149737143,11.923210389442698,11.929794311523438,54072000
2005-03-09,12.028552637718482,12.337989492602286,12.021968714539472,12.19973087310791,80748600
2005-03-10,12.272153950073658,12.370911561587004,12.153645820861799,12.31824016571045,81350200
2005-03-11,12.291907758027312,12.377496278982541,11.989053460386048,12.147065162658691,55821100
2005-03-14,12.166815303075365,12.265571672090337,12.14706478272559,12.206318855285645,41102900
2005-03-15,12.23265105567666,12.278737269040741,11.982468216376594,12.015386581420898,43168700
2005-03-16,11.949551252751647,12.021973178859454,11.850794879903532,11.896881103515625,47912700
2005-03-17,11.863958602912161,12.048303433215029,11.857374679579205,11.870542526245117,48988500
2005-03-18,11.896875490627082,11.949545615013593,11.71911334991455,11.71911334991455,52249300
2005-03-21,11.699362755766657,11.87054097275663,11.68619491082401,11.811286926269531,38427200
2005-03-22,11.824452068542312,11.956127990346452,11.732279676732208,11.798117637634277,55769100
2005-03-23,11.719111818718991,11.863955583673015,11.673025622871675,11.686193466186523,42848200
2005-03-24,11.72570047530103,11.949548879026477,11.653279819334678,11.7717866897583,51460900
2005-03-28,11.863959658755038,11.942964234271637,11.778369903564453,11.778369903564453,40633700
2005-03-29,11.752031427006111,11.837619897043316,11.626939427024361,11.686193466186523,49790300
2005-03-30,11.725698724430034,11.916628733820835,11.719114801097078,11.870542526245117,53086500
2005-03-31,11.863959658755038,11.942964234271637,11.758619387562845,11.778369903564453,46338200
2005-04-01,11.857376896641929,11.896879188270729,11.64669633361471,11.653280258178711,56370800
2005-04-04,11.626940019047373,11.686194061226647,11.521599778674158,11.633523941040039,51926100
2005-04-05,11.67961630525431,11.79154052670835,11.534773712213063,11.73228645324707,50130200
2005-04-06,11.732285893209216,11.850794034474815,11.67961574773065,11.69936752319336,40116400
2005-04-07,11.719115461029388,11.962715615046585,11.705948869377007,11.94954776763916,50647300
